idno,ipcrtiva,impricha,ipeqopta,ipshabta,impsafea,impdiffa,ipfrulea,ipudrsta,ipmodsta,ipgdtima,impfreea,iphlppla,ipsucesa,ipstrgva,ipadvnta,ipbhprpa,iprspota,iplylfra,impenva,imptrada,impfuna
77173,4,2,1,2,1,2,1,1,4,5,2,2,2,1,4,1,5,2,2,2,4
77184,2,1,1,2,2,3,3,2,3,2,2,2,3,2,3,4,2,2,1,5,3
77265,1,5,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2
77277,2,5,3,3,4,3,5,4,4,1,2,3,2,4,4,3,4,3,3,2,2
77300,3,4,1,5,1,4,2,2,1,5,5,2,3,2,6,2,5,1,2,6,5
77309,3,5,2,4,4,2,3,2,3,3,3,3,3,3,5,2,2,3,3,3,3
77342,3,5,2,5,2,2,2,3,2,2,2,3,2,2,5,2,5,2,2,2,2
77383,2,5,4,3,3,3,2,3,3,4,4,3,3,1,5,2,3,3,2,3,3
77391,4,4,2,4,1,5,5,3,4,4,2,3,5,2,6,1,2,2,2,4,4
77401,3,3,1,4,2,4,2,2,3,3,1,2,3,1,5,3,2,1,2,4,4
77402,2,6,1,6,1,3,6,2,2,6,1,1,6,1,6,2,6,1,2,2,6
77410,2,4,2,3,4,4,6,2,3,2,2,2,4,5,3,3,4,2,3,4,2
77421,1,5,1,2,3,1,6,2,5,1,1,1,4,3,3,3,2,1,1,6,1
77441,3,5,3,6,3,2,4,4,3,2,1,2,4,1,4,2,3,1,2,6,6
77458,2,3,1,4,3,2,3,3,4,3,3,3,4,3,3,4,5,2,2,4,3
77464,5,5,2,5,2,2,2,1,1,1,1,1,3,1,6,1,3,1,1,1,2
77498,1,5,2,6,3,3,2,2,4,2,2,1,5,2,5,2,5,2,2,2,2
77500,4,6,2,6,1,4,4,1,2,2,2,2,5,2,5,2,5,1,2,6,1
77515,3,6,2,5,4,3,4,2,3,3,2,3,4,77,3,5,3,2,1,6,3
77524,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,4,3,1,4,3,2
77526,3,6,3,5,3,3,5,2,2,5,1,2,5,3,3,5,5,2,3,3,3
77549,4,3,3,5,3,2,3,4,2,5,1,3,2,4,2,2,2,3,2,2,3
77564,4,5,3,4,4,4,5,2,2,3,2,2,2,2,5,3,3,2,2,3,3
77565,3,5,3,4,2,3,5,2,2,1,1,3,4,5,5,2,6,2,2,5,3
77608,1,5,1,6,2,2,3,1,1,1,1,2,5,1,5,4,6,1,2,3,3
77631,1,6,1,5,5,2,3,1,1,2,1,1,6,3,6,1,6,1,1,5,1
77635,3,4,1,2,2,5,3,3,2,2,3,2,3,2,5,2,2,1,2,2,3
77656,3,3,2,5,3,2,3,1,4,3,3,4,4,5,2,4,5,1,1,4,4
77672,1,2,1,1,1,2,4,2,2,2,2,1,1,1,3,2,3,3,2,1,2
77674,2,4,1,3,4,2,5,1,3,1,1,2,2,2,3,4,4,1,2,3,2
77684,2,5,2,5,5,5,5,2,2,5,2,2,5,4,5,2,5,2,2,5,5
77706,3,6,2,5,1,2,4,2,2,5,2,2,6,1,5,1,2,1,1,3,5
77715,3,5,4,3,3,5,5,3,3,2,2,3,4,3,3,3,4,2,3,4,3
77720,4,5,3,5,3,1,5,2,4,1,2,2,4,4,3,4,5,1,1,5,3
77769,5,4,5,3,3,3,5,4,2,2,1,2,2,2,4,3,3,1,1,2,2
77785,3,5,2,3,2,5,3,2,2,3,3,3,4,4,5,3,4,3,2,2,4
77793,2,4,2,5,3,4,1,1,2,1,1,2,2,1,2,3,3,1,2,1,2
77795,2,5,1,3,2,2,3,1,2,3,1,1,3,2,4,3,2,1,1,3,3
77796,4,6,3,6,1,6,4,2,1,2,3,2,6,1,6,2,5,2,3,2,5
77807,1,5,2,5,2,3,2,2,3,5,4,1,5,1,5,5,6,2,2,4,4
77819,1,6,1,5,1,2,2,1,1,5,1,1,5,2,6,3,77,1,1,1,3
77827,3,4,2,5,2,3,5,1,1,2,1,1,2,88,3,2,2,2,1,1,2
77840,1,5,1,6,4,5,3,1,4,2,2,3,3,1,5,2,5,2,2,6,2
77841,3,5,3,5,2,5,3,1,1,4,2,2,5,3,6,3,5,1,1,2,5
77843,6,4,1,5,2,5,2,2,4,2,1,1,3,1,6,3,6,1,1,1,3
77849,2,5,2,5,2,4,2,2,2,3,2,1,5,5,5,2,5,2,2,2,5
77863,2,5,1,5,2,3,4,2,6,2,1,2,4,2,6,5,5,1,1,3,3
77882,3,4,3,2,1,3,3,2,5,2,1,2,3,1,2,1,1,1,1,1,2
77893,3,5,2,3,2,4,4,3,3,3,2,3,4,2,5,4,3,1,2,4,4
77904,2,5,2,2,3,2,4,2,2,2,2,2,3,3,5,2,5,2,2,2,2
77907,3,3,1,3,5,3,3,2,3,2,2,3,2,5,3,5,3,2,2,4,4
77908,1,6,1,3,2,2,3,1,2,1,1,1,2,1,6,1,6,1,1,6,2
77925,1,4,2,2,1,5,3,1,2,1,1,1,1,2,4,3,5,2,2,2,3
77930,5,5,2,5,2,2,3,3,2,2,2,2,2,1,4,4,2,4,2,2,3
77932,2,3,2,3,3,3,4,1,1,2,1,4,2,3,3,4,3,1,3,2,2
77954,3,2,1,3,1,6,2,2,2,6,2,2,6,1,6,1,2,2,1,3,6
77956,1,3,2,2,2,5,2,3,5,1,2,4,1,3,4,5,5,1,4,6,2
77967,3,4,1,2,4,4,4,2,5,4,2,4,3,4,4,4,4,3,1,4,4
77970,3,5,2,1,1,3,2,1,5,5,1,1,1,2,6,1,1,1,3,1,5
78000,2,5,2,5,4,4,2,2,3,2,2,4,5,1,2,2,4,1,2,2,4
78002,3,5,4,5,4,5,3,3,2,4,3,4,4,2,5,3,4,2,3,4,2
78006,1,3,1,4,3,2,2,2,2,2,2,2,4,5,4,2,4,2,3,5,3
78035,2,2,2,3,3,3,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3
78036,2,3,2,4,2,2,4,2,3,2,2,2,2,2,3,2,4,2,3,3,3
78045,3,5,1,3,2,4,5,2,2,2,1,4,4,2,5,2,2,1,2,5,3
78081,2,4,2,3,1,3,2,1,4,2,2,3,3,2,4,2,2,2,1,2,2
78094,1,6,2,1,3,5,4,3,4,3,2,2,2,3,4,2,3,1,2,1,3
78130,1,6,2,2,2,5,5,1,4,3,1,2,5,2,6,5,4,1,2,2,3
78133,2,5,2,2,3,5,3,2,3,2,1,1,4,1,6,3,4,1,1,2,2
78160,2,5,3,6,2,3,1,1,4,3,1,1,2,6,3,2,3,1,1,1,3
78169,3,5,3,1,4,3,5,2,3,3,2,2,2,3,3,5,2,1,2,4,2
78178,2,4,3,4,4,5,6,4,3,2,2,5,3,5,4,5,5,2,4,6,3
78201,2,3,2,2,2,3,3,2,2,1,2,2,2,2,4,3,2,1,3,3,2
78207,4,6,2,6,1,5,2,2,2,5,2,3,5,5,6,2,4,2,2,3,4
78222,4,2,1,5,2,2,3,2,2,2,88,2,2,88,5,5,2,2,1,3,5
78253,2,5,1,4,1,4,5,3,3,2,2,2,3,4,5,5,3,2,1,4,2
78266,4,6,2,3,3,2,5,2,3,2,2,2,3,2,3,2,4,2,2,3,2
78286,5,5,1,3,2,2,1,2,2,2,2,1,2,1,5,1,4,2,2,2,3
78287,3,5,1,2,4,2,3,1,5,2,2,2,3,2,3,4,3,1,2,3,3
78296,3,5,2,5,2,3,2,3,3,3,3,3,3,2,3,3,3,1,2,3,3
78335,2,6,5,4,2,5,3,2,3,2,1,2,2,2,5,2,5,1,2,2,2
78365,1,4,1,1,1,2,2,2,2,3,3,1,3,1,3,2,2,1,2,4,2
78387,3,3,1,2,1,4,4,2,2,3,2,2,2,2,4,2,3,2,2,3,3
78388,3,5,3,5,2,5,5,2,2,3,2,2,2,3,5,5,4,2,3,4,4
78408,2,5,2,88,2,88,88,2,88,2,3,88,88,88,5,88,2,88,88,88,88
78414,5,5,2,3,1,2,3,1,3,2,1,2,3,3,6,3,4,1,1,3,2
78442,2,2,1,88,1,2,88,1,3,2,1,2,3,88,5,2,2,2,1,1,88
78465,2,4,2,3,3,3,3,2,4,4,3,3,2,2,5,5,2,2,2,3,3
78476,2,3,2,2,3,3,5,2,1,3,3,3,2,2,2,2,3,1,2,2,5
78510,5,3,1,2,1,4,5,2,2,3,1,2,3,3,6,2,5,1,1,2,3
78534,1,5,1,4,1,3,5,2,2,3,2,2,4,2,4,3,3,1,2,3,2
78565,1,3,1,2,1,2,2,1,3,1,1,1,3,1,3,3,2,1,1,2,2
78603,2,2,1,4,2,1,3,2,2,2,2,2,4,1,2,2,3,1,1,3,2
78639,3,4,2,4,2,3,5,2,2,2,2,2,4,2,4,3,3,2,3,4,3
78645,3,5,2,5,1,3,5,1,2,3,2,2,2,1,3,3,5,1,1,3,3
78669,2,5,1,4,1,2,5,2,2,3,1,2,5,1,6,4,5,1,2,2,5
78673,3,6,1,2,3,2,5,3,1,2,1,1,5,3,2,2,5,2,1,6,2
78678,5,5,3,2,3,5,5,4,2,3,5,3,5,3,5,5,5,3,3,5,5
78692,4,5,2,4,3,4,4,2,3,2,2,1,3,1,4,3,4,1,3,2,3
78739,4,6,1,6,3,1,3,2,1,3,3,1,6,3,6,1,6,1,1,1,3
78750,3,6,3,5,4,3,3,2,1,3,2,3,5,4,5,3,3,2,4,4,5
78773,5,4,3,2,3,3,3,3,2,2,2,2,3,4,5,2,2,1,2,3,3
78802,4,5,2,5,3,5,2,2,2,2,1,1,4,1,5,3,4,1,2,1,3
78812,2,5,1,5,2,6,3,2,2,2,1,1,5,2,5,3,4,1,1,2,4
78814,1,5,1,1,1,2,2,2,2,5,2,2,1,2,5,5,5,2,1,6,2
78821,4,6,1,6,3,2,1,1,3,5,4,1,6,1,6,2,5,1,2,5,5
78845,2,3,2,3,2,4,1,2,2,3,2,3,3,2,5,2,3,2,3,5,2
78872,1,4,2,1,1,1,5,1,2,1,1,1,3,1,2,2,2,2,1,3,4
78878,3,4,2,6,3,3,3,3,5,2,2,2,2,2,2,2,3,3,3,3,3
78890,3,5,2,5,3,1,5,3,3,1,1,1,4,2,5,3,5,1,3,3,1
78897,1,5,4,2,6,3,5,1,3,1,1,2,2,1,1,1,4,3,4,3,2
78906,3,6,2,5,2,3,3,1,1,1,1,2,4,2,6,2,5,1,2,2,1
78975,1,5,1,5,2,2,3,1,2,3,1,2,5,2,6,2,5,1,2,2,5
78980,3,4,1,2,2,3,3,3,4,3,2,2,2,3,3,3,3,2,2,4,3
78994,1,6,1,6,1,6,6,1,6,3,1,3,6,1,6,1,1,1,1,1,6
78995,3,5,2,6,2,4,5,4,2,3,3,2,5,2,5,4,5,2,3,3,3
79003,88,4,2,3,1,88,88,2,2,88,2,1,88,2,5,2,2,88,3,1,88
79004,2,5,1,3,1,3,4,1,2,1,1,2,3,1,6,2,4,1,1,2,3
79005,1,5,1,2,3,2,2,1,4,2,1,1,2,1,5,1,3,1,1,4,4
79054,3,5,2,5,2,4,4,2,2,3,2,3,4,2,5,5,5,2,2,5,5
79072,1,5,2,5,4,1,5,2,2,1,2,3,5,2,3,3,5,1,1,2,2
79079,2,5,5,5,2,4,4,2,2,2,2,2,3,2,4,4,5,2,2,5,5
79099,2,5,1,2,2,2,2,1,2,1,1,1,2,1,2,3,3,1,1,2,1
79152,2,3,2,2,1,1,3,2,2,1,1,1,1,1,4,2,3,1,1,2,2
79178,1,5,1,3,1,1,3,1,1,2,1,1,2,2,5,2,4,1,1,2,3
79194,4,5,2,3,3,2,5,3,2,2,2,1,3,3,5,4,1,1,3,5,2
79212,1,3,1,2,3,4,4,2,1,2,1,1,2,2,2,2,3,1,1,3,1
79242,3,5,2,4,1,4,2,3,2,3,2,2,3,2,5,2,3,1,1,3,3
79244,2,3,2,4,2,1,4,2,3,1,2,1,2,1,3,2,4,1,3,5,3
79249,3,4,1,5,3,2,3,2,3,2,1,1,3,3,3,2,3,1,1,6,2
79266,3,6,1,5,3,2,3,2,5,2,5,1,3,2,3,3,3,1,3,2,1
79285,1,6,1,4,2,1,2,5,1,3,1,6,3,6,4,5,3,1,6,5,5
79288,3,5,2,4,2,3,5,2,2,3,2,2,5,2,4,2,2,2,2,3,5
79344,5,2,1,1,1,3,3,1,2,2,1,2,1,1,3,1,2,1,1,3,2
79349,1,3,2,5,2,3,5,2,2,3,2,2,5,1,4,4,4,1,1,2,2
79362,2,5,1,5,6,3,5,2,2,4,5,3,4,5,5,4,4,2,3,2,5
79373,1,4,2,5,5,2,3,1,2,2,1,1,3,1,3,4,2,1,4,5,3
79387,4,4,2,5,1,4,2,1,1,1,1,5,2,1,5,5,2,1,1,1,1
79391,2,5,2,5,2,5,3,3,2,3,4,2,3,2,5,2,2,3,2,3,5
79429,2,3,1,4,2,3,1,3,2,3,3,2,3,2,3,2,4,2,3,3,5
79445,1,3,1,2,3,3,4,1,3,3,4,1,4,2,5,5,6,1,2,2,5
79460,1,6,2,4,2,2,77,2,1,3,1,3,3,77,4,4,4,1,1,2,4
79473,2,4,2,3,3,2,4,2,4,2,2,2,3,3,4,4,2,2,2,3,2
79496,2,3,4,2,3,2,4,2,4,3,3,3,4,4,3,3,3,2,4,3,4
79508,5,4,1,5,2,3,6,1,1,3,2,4,3,5,5,3,3,2,3,4,4
79516,3,5,2,2,2,2,4,2,2,2,2,1,2,2,3,2,2,1,4,1,2
79518,3,5,2,4,2,2,5,3,4,3,1,2,4,2,3,2,4,2,3,5,3
79551,3,5,1,3,2,2,6,2,2,3,2,2,3,2,5,2,5,2,2,2,4
79563,1,3,3,2,2,3,2,1,3,2,1,1,1,2,4,2,2,1,2,3,4
79568,4,5,1,5,3,2,4,1,3,1,1,1,4,5,2,4,3,2,1,3,1
79578,2,5,3,5,3,4,4,3,3,5,2,2,5,3,6,3,3,2,2,4,5
79602,2,2,2,5,2,2,3,2,3,2,1,2,2,1,3,2,2,2,1,1,2
79617,3,4,5,4,2,5,4,3,4,3,2,2,3,4,5,3,3,2,4,5,5
79622,2,5,2,2,2,4,2,2,2,2,2,3,3,2,4,4,4,2,1,2,3
79627,1,3,2,2,3,1,2,2,5,2,2,2,1,3,1,3,1,1,3,2,1
79644,6,6,1,4,1,1,1,6,4,1,1,1,1,1,2,1,4,1,1,6,1
79657,3,4,2,4,2,4,4,2,4,3,2,2,4,2,5,3,4,2,2,2,4
79672,1,6,1,6,1,5,2,1,1,1,1,1,6,1,6,5,5,1,1,1,3
79699,1,3,5,6,5,5,6,3,3,3,1,3,1,2,2,6,6,2,2,5,4
79755,4,4,2,4,2,2,2,1,2,2,1,2,2,1,4,2,2,2,1,2,3
79756,2,5,1,3,1,2,5,1,3,2,2,1,4,2,4,2,5,1,3,2,2
79758,4,6,2,4,2,5,5,3,3,2,1,2,4,2,4,3,5,2,2,2,2
79771,1,5,2,5,3,4,5,2,5,3,2,2,3,2,4,5,3,2,2,3,4
79800,2,4,2,5,2,3,3,2,3,3,2,2,2,1,5,2,2,2,2,2,4
79807,6,6,4,6,6,2,2,3,6,3,1,5,6,1,6,3,5,1,1,3,3
79834,1,1,1,1,2,2,5,1,3,1,2,1,1,5,2,4,2,1,2,1,3
79837,3,6,1,4,1,5,4,1,1,3,2,2,5,2,5,1,2,2,1,5,4
79842,2,5,2,4,3,3,4,2,3,2,2,2,4,2,5,3,3,2,2,4,3
79843,5,5,1,3,2,3,3,2,1,1,2,1,2,2,3,1,2,1,2,2,2
79858,1,3,3,1,1,5,2,1,1,1,1,1,1,3,6,1,1,1,1,1,3
79862,3,6,4,5,3,2,5,4,5,2,2,2,5,4,5,3,5,2,4,5,3
79864,2,4,2,4,2,2,5,3,2,1,1,1,2,2,5,3,3,2,2,3,4
79880,2,3,1,2,1,3,5,4,2,3,4,1,3,3,5,1,5,2,2,5,2
79882,3,4,2,2,3,5,6,2,4,3,2,3,4,5,5,4,5,1,2,5,3
79888,5,5,2,4,2,4,4,2,2,4,2,1,5,3,5,2,2,2,2,3,4
79909,2,4,3,4,4,2,5,2,4,2,2,4,4,2,3,3,3,2,2,2,3
79923,2,4,3,2,2,4,4,2,3,2,2,2,2,3,5,2,3,2,2,3,5
79957,2,5,2,3,2,2,2,2,4,1,1,2,1,3,4,3,2,2,2,1,1
79971,5,1,2,2,1,1,5,1,2,1,1,1,2,1,4,2,3,2,3,3,2
79972,2,5,2,5,3,2,5,1,2,3,3,2,3,4,3,4,5,2,4,3,3
79975,2,5,1,4,1,2,6,1,4,4,1,1,4,1,6,5,1,1,1,2,6
80002,3,3,1,2,1,1,6,2,3,2,1,1,4,1,4,5,3,1,2,5,3
80015,3,5,2,5,4,2,5,2,3,2,3,3,5,4,3,3,3,1,4,5,3
80030,2,5,2,5,2,3,2,2,2,3,1,1,2,2,5,2,2,1,2,2,4
80037,2,5,1,4,1,4,4,2,1,2,2,1,2,1,5,2,3,1,2,1,2
80052,6,2,3,4,1,3,4,1,2,2,1,1,3,1,5,2,1,1,3,2,5
80067,3,5,2,3,1,3,4,3,1,3,2,2,6,77,6,4,5,2,1,2,5
80078,1,3,3,2,2,1,3,2,3,1,2,1,1,2,1,3,1,1,2,2,2
80086,4,5,2,3,1,4,5,1,1,2,3,2,3,2,6,2,3,1,1,3,4
80092,2,3,1,2,3,1,2,4,1,1,1,1,1,3,2,2,5,1,2,2,2
80100,1,6,1,3,3,2,3,2,2,4,1,2,3,2,4,2,4,2,1,3,4
80109,2,5,3,3,2,2,2,2,2,2,1,2,4,2,5,2,4,2,3,4,2
80126,3,5,2,2,2,4,3,4,3,2,2,2,2,2,3,2,5,2,4,2,3
80132,2,6,1,5,2,5,5,2,2,2,1,1,5,3,5,1,1,1,1,1,5
80138,2,4,2,3,2,3,5,2,3,3,2,2,3,2,4,4,3,1,2,4,3
80142,2,4,2,2,3,1,4,4,3,1,1,2,2,3,2,4,4,2,2,3,1
80150,5,6,3,5,3,4,5,3,2,3,4,3,4,3,5,2,3,2,2,6,4
80164,2,5,2,6,2,5,5,2,1,3,2,1,5,3,5,2,5,2,1,4,6
80172,2,3,2,3,2,2,3,3,2,3,4,3,2,2,3,3,4,3,4,3,2
80184,2,5,2,6,6,2,2,2,2,3,1,2,2,2,5,2,5,1,2,3,4
80190,2,4,4,4,3,5,2,2,2,2,2,3,3,3,5,3,3,2,3,3,3
80211,2,5,3,5,1,4,1,1,2,3,3,2,2,3,5,1,4,2,2,2,5
80219,2,5,3,3,2,4,5,2,1,2,1,1,4,2,5,2,5,2,2,1,3
80263,2,5,1,3,4,3,5,2,2,2,3,2,3,3,5,2,3,2,1,3,3
80281,5,5,2,4,3,5,3,2,2,2,2,2,3,2,5,2,5,2,3,2,3
80307,3,4,3,5,5,4,4,2,4,2,3,2,3,4,5,5,3,2,4,3,5
80345,5,6,1,6,4,6,1,1,1,5,1,3,6,5,6,5,6,1,1,6,6
80379,88,88,88,3,3,4,4,2,3,2,2,2,3,2,5,2,3,2,2,2,2
80388,5,3,1,5,5,3,3,1,1,3,1,3,1,1,3,3,3,1,1,3,3
80413,2,3,1,2,1,3,2,2,2,2,2,2,3,1,3,2,4,1,2,1,3
80423,3,5,2,4,1,1,5,2,1,2,3,2,3,3,3,4,4,1,3,4,2
80425,2,3,2,2,1,4,3,2,2,4,1,2,2,2,4,2,3,1,1,2,5
80426,3,5,4,3,4,4,5,3,4,2,2,2,3,4,5,5,4,2,3,3,2
80454,1,5,4,4,6,2,5,2,5,1,2,3,5,1,1,5,4,2,4,4,3
80475,1,4,2,5,5,1,3,2,2,2,2,1,4,1,3,4,4,1,2,2,2
80496,3,4,2,5,2,3,3,2,2,2,2,1,2,1,5,2,2,2,3,2,2
80498,4,6,1,5,3,2,5,1,2,1,1,2,4,2,3,4,5,1,2,5,2
80501,3,3,2,3,2,4,3,2,3,2,1,1,2,1,4,2,1,2,1,1,3
80510,3,4,3,4,1,3,2,2,2,2,2,2,3,2,2,3,3,1,2,3,3
80513,2,6,1,6,3,5,2,2,1,2,1,1,5,4,4,1,3,1,1,3,4
80522,2,5,2,3,2,5,4,2,2,5,3,3,3,3,5,2,4,2,2,5,5
80529,2,3,2,4,3,3,4,2,3,2,1,2,2,2,3,5,3,1,2,4,2
80538,2,5,1,3,3,3,3,4,3,2,1,1,5,3,5,4,3,2,3,2,4
80556,3,6,1,1,2,2,2,2,1,3,2,2,3,3,3,2,2,2,1,4,2
80567,2,2,1,4,4,2,4,1,3,3,3,2,2,3,3,2,2,1,3,4,3
80571,3,4,3,4,2,2,2,2,3,3,3,3,2,3,5,3,2,2,3,3,3
80636,2,5,2,5,3,3,5,2,2,2,2,2,4,2,5,4,4,2,2,2,3
80666,3,3,2,3,1,5,4,1,3,3,3,2,2,2,5,2,2,1,2,5,4
80674,5,5,1,5,1,3,2,1,1,3,1,1,4,1,5,2,1,1,1,1,2
80681,1,4,2,3,1,1,5,1,4,1,1,1,2,1,4,4,4,1,2,2,1
80685,2,5,1,6,2,6,3,3,2,3,2,3,5,2,5,5,5,3,2,1,2
80708,2,6,2,5,3,1,6,2,2,1,2,2,5,2,2,5,2,1,3,1,1
80711,3,5,2,5,1,5,5,3,2,2,3,4,5,3,5,5,5,2,1,3,5
80718,1,3,1,3,2,3,5,1,1,2,2,3,3,1,2,4,4,2,1,2,1
80719,1,4,1,4,2,3,1,2,1,3,1,1,5,1,4,2,1,2,2,5,2
80740,1,5,2,3,1,5,88,2,1,2,2,2,4,2,5,4,2,1,2,3,2
80749,2,5,2,3,2,3,6,1,3,4,1,1,2,3,5,2,5,1,4,2,5
80763,1,5,2,5,2,5,3,2,2,2,1,2,5,1,3,5,5,1,2,5,3
80767,2,2,1,5,2,3,4,3,2,2,2,1,4,2,5,3,5,1,2,2,4
80768,3,3,2,4,2,2,4,2,3,2,1,2,2,3,3,2,3,1,1,2,3
80774,2,5,2,3,1,3,4,2,4,2,1,1,3,2,4,4,3,1,2,2,2
80781,1,5,2,5,1,2,5,2,1,1,2,1,2,2,4,5,2,1,2,2,4
80814,4,5,1,5,2,3,6,2,2,3,2,1,5,5,4,4,3,1,2,3,3
80837,2,5,2,6,1,6,3,2,4,3,1,2,4,1,6,1,5,2,3,2,3
80838,3,2,1,6,1,4,6,1,1,2,1,2,5,5,6,1,5,1,2,6,3
80839,3,4,3,3,3,5,2,2,2,2,2,2,4,3,2,2,5,1,2,2,5
80845,5,6,1,6,2,5,5,2,3,4,4,3,3,3,6,4,3,2,2,5,6
80868,3,5,2,3,1,6,1,1,2,4,3,2,1,2,6,1,4,1,2,3,4
80892,1,4,2,1,2,2,1,1,3,1,1,1,2,2,2,3,2,1,1,3,1
80900,1,5,2,3,4,5,6,3,2,5,2,2,4,3,5,5,5,2,1,6,5
80931,3,4,2,2,2,6,6,2,2,3,2,1,3,2,5,3,3,2,2,4,4
80934,2,3,3,3,3,3,3,3,2,2,1,6,1,1,4,1,1,1,2,2,3
80937,2,5,2,3,1,5,2,2,2,2,2,2,5,2,5,2,3,2,2,2,5
80944,1,5,2,5,2,2,2,1,5,2,2,2,4,1,2,5,4,1,2,1,2
80947,1,4,2,4,4,4,3,1,1,2,4,1,4,4,4,3,5,1,1,5,3
80955,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
80977,2,5,2,5,3,2,88,2,5,2,2,2,5,2,2,2,5,1,2,2,2
81032,2,3,5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
81078,3,4,1,3,3,3,4,4,4,2,2,2,1,2,3,3,4,1,2,2,3
81082,2,5,1,2,6,5,4,2,2,2,1,2,5,2,6,5,6,2,2,2,2
81091,3,5,3,4,3,5,4,3,3,3,4,2,3,3,5,3,4,3,3,3,4
81092,2,4,1,2,1,2,2,2,2,1,1,1,3,3,1,2,4,1,1,2,1
81099,5,6,2,5,4,5,6,3,3,4,3,4,5,6,6,4,3,4,2,6,6
81102,2,5,2,5,1,2,4,2,3,2,2,3,4,2,4,3,2,2,3,1,6
81128,2,3,2,3,3,4,5,2,2,3,2,3,4,3,4,3,2,2,2,5,3
81149,5,6,2,4,2,4,3,2,2,2,2,2,5,2,5,2,4,2,2,3,3
81218,4,5,2,1,3,3,5,2,5,2,2,4,3,2,4,5,4,2,1,2,1
81220,2,5,1,4,1,2,2,2,3,2,1,2,4,1,5,1,3,1,1,1,2
81230,2,2,2,2,2,5,2,2,3,2,2,2,2,2,5,3,3,2,2,2,2
81275,1,1,2,5,2,1,4,1,2,2,1,1,1,3,5,4,2,1,1,4,4
81279,2,6,2,5,1,2,5,3,2,4,1,2,2,2,5,5,2,2,1,1,2
81280,2,5,1,2,3,4,5,3,3,1,1,3,4,4,5,4,4,2,2,5,4
81290,3,4,1,4,4,2,2,2,2,1,1,2,3,1,2,2,3,2,1,5,2
81292,1,6,1,6,4,1,4,1,2,3,1,1,4,5,2,5,6,1,3,3,2
81301,2,5,3,2,2,2,4,2,3,2,2,2,2,2,3,5,5,2,3,5,3
81347,3,5,2,4,1,5,3,2,2,3,4,2,4,88,6,4,4,2,2,3,5
81349,1,5,77,3,6,1,6,2,2,4,2,2,5,5,6,4,2,1,2,1,5
81366,2,5,2,5,4,3,6,2,2,1,1,3,4,4,4,4,5,2,2,5,1
81381,2,5,2,5,1,5,4,4,2,1,4,1,5,1,6,1,2,1,1,1,2
81396,2,5,2,1,2,4,1,2,4,2,3,1,3,2,5,2,3,1,2,2,2
81402,1,4,1,5,1,2,4,1,1,2,3,2,2,1,5,1,4,1,4,1,3
81408,2,5,2,5,1,4,3,2,2,3,1,2,4,1,4,2,2,1,2,3,4
81410,6,5,2,5,5,4,5,2,2,2,2,3,2,2,5,5,4,2,2,1,3
81434,4,3,2,3,3,2,2,2,3,3,3,4,2,3,4,3,3,2,4,2,3
81450,1,5,1,4,1,4,5,2,2,3,1,1,2,1,5,5,3,1,1,4,1
81466,2,4,2,5,2,4,5,1,2,3,2,1,5,2,5,3,5,1,1,3,4
81473,3,4,4,4,2,6,3,3,3,3,3,4,3,2,6,4,5,2,3,4,5
81486,2,5,2,5,2,2,2,2,2,2,3,2,5,2,5,2,3,2,2,2,2
81500,3,5,1,2,2,3,3,2,5,1,2,1,3,4,3,3,4,1,1,4,2
81521,1,4,1,2,1,1,1,1,5,2,2,1,1,2,6,2,4,2,2,2,2
81525,2,5,2,3,2,3,88,2,2,2,3,1,2,88,6,3,88,1,2,2,4
81536,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,1,1
81549,3,3,2,4,3,3,5,4,3,2,3,2,3,4,4,5,5,1,3,4,3
81654,2,2,2,3,5,1,6,2,4,1,1,2,2,3,4,4,3,1,3,3,2
81668,2,4,2,6,2,3,4,3,1,2,1,2,3,1,4,3,4,1,4,2,2
81673,4,2,2,1,1,4,1,2,2,2,2,2,1,2,5,1,2,2,2,1,2
81676,2,5,2,2,2,3,3,3,2,2,2,2,2,1,3,2,3,2,3,3,3
81692,1,5,2,6,4,2,5,2,3,4,1,3,4,2,3,5,2,3,1,6,4
81700,2,5,2,5,2,3,2,2,3,5,3,2,3,2,3,3,3,3,2,3,4
81715,88,6,2,6,4,3,6,6,4,1,1,3,6,4,6,4,6,1,1,6,1
81716,4,3,2,5,1,3,1,3,3,2,2,1,2,1,6,1,1,1,4,2,1
81722,2,5,3,5,4,3,2,1,1,3,2,2,2,4,3,2,3,1,3,2,3
81740,3,4,2,6,3,2,2,2,2,1,3,3,4,1,3,2,5,2,3,5,2
81767,3,2,3,5,3,6,2,3,5,2,3,2,4,2,5,3,2,1,5,5,5
81811,4,5,2,3,1,1,2,1,2,1,1,2,1,3,5,1,2,1,1,3,3
81840,4,5,4,5,2,3,2,2,2,4,4,2,2,2,5,2,4,3,2,4,4
81862,2,5,2,4,3,4,3,2,1,4,2,1,3,3,6,1,3,1,3,4,5
81869,3,6,2,5,2,2,3,2,2,2,1,1,5,2,6,2,5,2,1,2,2
