idno,ipcrtiva,impricha,ipeqopta,ipshabta,impsafea,impdiffa,ipfrulea,ipudrsta,ipmodsta,ipgdtima,impfreea,iphlppla,ipsucesa,ipstrgva,ipadvnta,ipbhprpa,iprspota,iplylfra,impenva,imptrada,impfuna
52228,2,3,1,2,1,1,3,3,4,1,1,2,2,4,1,3,2,2,3,2,1
52239,5,6,3,6,2,5,5,2,5,3,1,3,6,2,6,6,5,6,6,6,6
52256,4,1,4,5,4,2,5,3,4,2,3,3,5,5,2,6,5,5,3,4,2
52275,3,3,2,4,4,4,2,2,1,2,1,3,4,2,3,2,5,2,3,3,3
52316,1,4,1,2,2,2,1,2,2,2,1,1,2,2,4,1,5,1,1,1,1
52350,2,5,3,1,3,3,4,3,2,2,1,2,3,5,3,4,4,2,3,5,2
52370,2,4,2,4,2,3,3,2,2,2,2,3,3,3,3,4,4,1,2,2,2
52411,2,5,2,2,3,3,4,2,1,5,1,1,1,2,2,4,4,2,3,1,3
52428,2,5,1,2,2,3,1,1,2,3,2,1,2,2,4,2,3,2,1,2,2
52443,3,3,2,4,3,6,3,4,2,3,3,3,3,3,4,3,3,3,3,2,2
52496,1,3,2,3,2,2,4,2,3,2,1,2,3,2,2,2,2,2,2,3,3
52502,3,3,1,3,1,3,2,1,2,2,1,2,6,1,6,1,2,1,3,2,2
52506,3,4,2,4,4,3,3,2,6,3,3,2,3,3,4,3,4,2,2,3,2
52523,5,5,1,5,1,4,5,2,5,5,2,2,5,4,5,2,5,2,3,2,2
52535,3,3,2,3,2,3,3,3,2,2,2,3,2,4,3,2,4,3,2,2,2
52537,2,2,3,6,2,5,2,2,2,5,2,3,5,6,5,4,5,4,4,2,4
52574,4,5,1,2,2,3,5,2,1,2,3,2,4,2,4,5,4,1,2,6,2
52575,2,5,2,2,2,3,5,2,4,2,2,1,4,3,3,2,2,2,2,3,3
52581,5,5,2,3,1,2,3,3,2,3,2,2,2,5,3,2,2,2,3,2,4
52634,2,4,2,3,4,3,5,2,4,3,1,1,4,4,3,6,3,1,1,3,2
52640,3,4,2,3,3,4,3,2,3,3,2,3,2,4,4,4,4,2,3,2,2
52646,3,5,1,3,2,3,3,2,5,2,1,1,2,2,3,2,2,2,1,1,3
52651,3,5,3,5,4,4,4,4,3,2,1,2,4,1,4,4,3,2,3,3,3
52684,2,4,1,3,2,2,1,2,3,2,2,2,3,1,1,2,2,1,2,3,2
52699,3,2,3,5,3,4,5,2,3,2,2,2,5,3,5,3,4,2,3,3,2
52708,1,6,1,2,6,1,5,3,3,3,1,2,4,6,1,6,3,1,1,2,2
52717,1,6,2,2,1,1,5,3,1,1,2,1,2,2,2,2,3,2,1,2,2
52784,2,6,2,5,3,3,6,3,5,4,1,5,5,2,5,1,2,2,1,6,2
52860,5,3,1,1,1,5,5,1,4,2,1,1,1,1,5,1,1,1,1,1,4
52867,2,3,1,1,2,1,1,2,2,3,1,2,1,2,3,1,2,2,1,3,3
52902,2,4,2,3,3,3,2,2,2,4,3,2,3,4,2,2,2,2,1,1,3
52919,1,3,1,1,3,1,1,1,3,2,1,3,2,1,3,2,2,1,3,1,4
52929,2,5,2,4,4,4,2,2,2,4,3,2,3,4,4,2,2,2,2,2,3
52938,1,3,1,2,2,1,4,1,3,1,1,1,2,1,2,4,3,2,2,3,1
52953,4,5,2,3,1,3,2,3,5,2,1,3,4,3,6,2,3,1,2,3,3
53021,2,6,2,3,4,2,2,2,2,2,2,2,5,5,5,2,5,2,5,2,3
53023,1,4,2,3,3,1,6,3,4,3,1,2,2,4,1,6,4,1,2,5,1
53026,3,4,2,4,5,3,2,2,3,3,2,2,6,2,3,4,4,2,3,3,2
53031,4,3,2,3,1,5,2,1,1,2,2,2,3,3,6,3,3,1,2,4,3
53039,4,3,1,2,3,3,2,2,3,3,2,1,2,2,4,1,3,2,2,3,2
53080,1,4,1,3,2,4,4,2,2,2,1,2,2,2,3,1,3,2,1,5,1
53144,3,4,2,3,4,4,2,2,2,3,2,2,3,3,4,3,3,2,2,3,2
53150,2,4,2,3,3,4,3,3,4,4,2,3,3,3,4,3,3,2,3,2,3
53160,1,3,2,2,4,1,3,1,2,2,1,2,3,4,1,3,4,2,1,3,2
53227,1,3,4,1,2,4,2,2,2,3,2,3,1,3,5,4,3,2,3,5,2
53243,3,4,1,4,4,4,5,2,2,4,2,2,5,2,5,4,5,3,2,2,2
53272,2,6,1,4,2,3,4,1,2,3,3,1,5,3,6,3,4,1,3,3,4
53282,2,4,3,3,3,5,3,3,2,3,3,4,4,2,5,2,4,3,3,4,3
53302,4,5,2,2,2,4,2,3,4,2,2,4,4,3,2,2,5,5,2,3,5
53319,1,4,2,3,2,3,5,1,2,4,1,2,4,3,4,3,3,1,2,3,3
53323,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2
53372,3,5,2,4,3,5,5,5,2,4,2,5,6,2,5,5,5,1,3,3,2
53386,4,5,3,4,2,3,1,2,2,3,2,2,3,2,4,2,4,2,3,3,2
53410,88,2,4,2,2,3,4,4,88,88,88,4,3,3,5,88,88,3,3,1,3
53432,3,4,1,4,2,4,3,1,2,3,2,1,4,2,4,2,4,2,1,4,3
53452,2,5,2,3,2,4,3,3,1,4,3,1,4,3,5,3,5,2,2,3,2
53486,2,4,2,2,2,2,2,2,4,2,2,2,4,2,4,2,2,2,2,2,2
53495,1,4,1,4,5,3,4,2,2,2,3,2,4,2,2,5,4,2,3,5,3
53520,2,5,2,3,3,2,4,2,3,2,2,2,5,3,4,3,3,2,2,5,3
53522,1,4,3,5,3,1,3,2,3,2,1,1,3,3,3,5,5,1,3,3,1
53534,3,2,2,3,3,4,5,3,3,2,2,1,2,2,2,3,2,1,2,2,3
53569,1,4,2,3,2,3,3,4,3,2,2,3,2,2,5,3,3,2,5,3,3
53600,2,5,1,2,2,2,5,2,5,2,2,2,3,5,2,2,5,2,2,5,5
53606,3,4,2,4,1,3,3,4,5,4,3,3,5,4,6,4,4,3,2,3,5
53609,2,4,1,2,3,2,5,3,4,2,3,3,4,4,3,5,3,2,1,3,2
53612,4,4,2,4,4,1,5,3,2,4,2,2,4,3,2,3,4,2,1,4,2
53667,4,6,1,5,2,4,2,2,2,4,3,1,4,1,5,1,2,2,2,3,3
53689,5,2,2,5,2,5,3,4,4,2,5,2,4,2,6,88,4,2,3,4,2
53701,3,4,3,5,4,3,3,2,2,3,2,2,3,2,3,2,3,1,3,2,2
53711,2,5,2,3,1,1,2,4,2,3,2,2,2,2,5,2,3,2,1,2,2
53754,2,2,2,2,4,5,5,3,3,3,1,2,2,3,3,4,3,2,1,2,3
53755,2,5,2,5,1,3,3,2,2,2,2,3,5,2,6,5,2,2,3,3,2
53775,3,4,2,4,2,5,2,3,2,5,4,2,4,3,6,1,4,2,2,5,4
53786,1,5,1,3,3,2,5,2,2,4,1,2,4,3,3,3,4,1,2,5,3
53790,2,4,2,3,2,2,4,2,3,4,3,3,2,2,6,3,2,2,2,1,4
53817,2,4,2,4,5,3,3,2,4,5,2,3,4,3,3,3,3,2,2,4,3
53853,1,6,1,3,4,1,4,1,3,1,1,1,3,3,4,3,3,1,1,3,1
53858,3,4,2,2,2,2,2,2,3,2,2,2,4,3,4,2,4,2,2,2,3
53889,2,3,2,1,5,5,5,5,2,4,1,2,2,1,5,5,2,1,3,5,1
53907,2,4,1,3,1,3,3,2,3,3,4,2,4,1,4,3,3,1,1,2,2
53910,3,6,1,5,2,3,4,2,2,4,2,2,5,2,3,3,3,1,2,6,4
53913,2,6,2,5,5,2,2,2,5,1,1,2,6,3,5,1,4,2,2,1,2
53924,3,5,2,3,5,2,5,2,5,3,2,3,3,3,4,4,3,2,1,4,3
53932,5,6,2,2,2,4,2,2,4,2,2,2,3,2,2,2,2,2,3,2,4
53944,4,4,1,2,2,5,4,3,5,4,2,3,3,3,5,2,4,2,2,6,3
53956,2,3,3,4,4,2,4,3,5,3,2,2,3,4,3,4,3,2,3,5,3
53973,1,3,1,1,2,2,5,2,3,3,1,3,1,3,2,4,3,1,1,5,2
53992,1,4,2,5,2,2,6,2,3,5,2,3,5,4,4,3,3,1,2,3,2
54021,2,5,2,3,2,3,3,2,5,2,2,2,5,3,6,3,3,3,4,5,5
54078,2,4,1,2,4,1,4,1,2,2,1,2,2,3,2,3,4,2,2,4,2
54098,3,4,1,4,4,2,5,2,4,3,1,2,4,2,2,4,5,2,2,4,3
54130,1,4,1,5,3,3,3,1,1,2,1,1,3,2,3,3,5,3,1,2,1
54132,2,4,2,4,1,4,1,2,1,5,2,2,5,3,5,4,2,2,2,2,2
54148,2,4,2,2,2,4,5,2,2,2,2,1,2,2,4,4,4,2,2,2,3
54162,5,6,1,5,2,6,5,2,2,3,1,1,6,2,2,2,6,2,2,2,2
54169,2,4,3,2,4,3,6,2,3,2,1,2,3,4,4,5,4,1,3,1,3
54197,1,4,3,3,4,2,5,3,4,3,1,3,1,3,2,5,4,2,3,4,2
54199,1,4,1,3,3,2,5,2,3,4,1,1,2,1,1,3,6,1,3,3,2
54204,2,5,3,4,5,1,4,2,4,4,1,2,4,4,3,5,4,1,2,4,3
54213,5,3,2,3,2,2,5,5,5,2,2,2,3,2,2,3,4,1,3,1,1
54220,4,5,2,5,2,5,5,2,2,5,3,2,5,2,5,3,4,2,2,2,4
54221,2,4,1,2,3,1,3,2,4,3,1,2,3,2,1,2,2,2,1,3,3
54231,1,3,1,2,2,2,2,2,2,3,2,1,4,2,1,4,3,1,1,3,2
54273,3,6,1,3,1,3,3,1,1,3,3,3,3,3,4,1,4,1,3,3,3
54318,2,6,2,5,3,4,5,2,2,4,2,2,5,2,3,2,5,2,1,4,88
54325,1,5,1,1,2,1,5,1,5,3,2,2,5,5,5,5,3,2,2,4,2
54335,1,5,3,2,4,2,3,3,3,3,1,1,2,4,1,2,3,2,1,5,5
54336,2,1,2,2,1,1,5,2,2,1,2,1,1,2,5,2,6,2,2,1,2
54337,2,4,1,3,5,2,5,1,2,4,1,1,4,2,2,2,2,1,1,4,2
54365,5,2,3,3,2,5,3,3,3,1,3,3,4,2,4,4,3,2,2,3,2
54372,3,4,4,5,3,3,4,2,3,1,1,2,3,2,3,2,4,2,1,5,3
54430,2,5,2,5,2,3,5,2,2,2,3,2,5,2,5,3,3,2,3,2,2
54432,6,4,3,2,1,3,4,5,5,2,2,3,3,3,2,3,3,3,2,5,3
54436,3,3,4,4,5,4,5,3,4,2,2,3,4,5,4,6,3,2,3,2,4
54454,2,3,2,6,2,6,1,4,5,1,3,4,6,2,4,6,5,2,1,5,5
54503,3,5,1,4,2,3,5,2,3,2,1,3,5,4,5,3,3,2,2,3,3
54545,1,2,2,2,2,5,3,2,2,2,3,2,2,3,6,1,2,2,2,2,3
54568,2,4,1,3,5,1,6,2,3,2,1,2,3,6,2,5,5,2,2,3,2
54583,1,5,1,3,4,1,6,3,3,3,1,1,4,3,3,3,3,1,2,3,2
54594,1,4,1,4,2,1,4,5,3,1,1,1,4,1,2,3,5,1,1,3,1
54703,2,4,2,2,2,2,5,2,4,2,2,2,3,2,4,5,2,2,3,4,5
54713,2,5,2,5,3,5,5,2,5,5,2,2,5,2,4,2,2,2,2,5,4
54725,4,5,2,5,5,4,4,2,3,2,2,2,4,6,5,5,5,2,2,3,2
54727,2,4,2,3,4,2,3,2,3,3,1,3,4,3,4,2,3,1,2,3,2
54820,3,5,1,3,3,3,3,1,3,4,2,1,3,2,5,2,2,1,2,2,2
54826,2,4,1,2,4,1,3,2,2,3,1,1,3,3,1,3,5,2,2,2,1
54856,1,6,1,3,3,1,3,1,5,2,1,2,6,2,2,4,2,1,1,1,1
54877,3,5,2,5,4,3,4,3,3,3,1,3,4,5,3,4,4,2,1,4,2
54882,2,3,77,2,3,2,77,3,5,2,2,3,2,3,3,3,3,2,4,5,2
54890,2,5,1,4,3,3,3,1,3,3,2,3,4,2,3,3,3,2,1,4,3
54951,3,3,2,2,2,3,5,2,3,3,1,2,4,3,4,2,2,1,1,3,2
54953,4,5,2,5,2,4,5,3,5,3,2,3,4,3,5,2,3,2,2,3,4
54973,1,2,2,2,1,1,4,2,2,1,1,2,2,2,1,4,2,2,3,3,1
55014,2,4,2,2,4,3,4,2,4,2,1,1,3,3,2,4,3,2,3,4,2
55021,1,2,3,1,3,2,2,1,2,1,1,3,2,2,3,1,2,3,3,2,1
55050,4,5,2,3,3,4,3,3,2,3,3,3,4,3,4,3,5,2,2,3,3
55115,2,1,4,2,6,1,5,5,4,2,1,2,2,3,1,5,3,2,4,3,1
55131,2,4,1,3,4,2,6,1,5,2,1,3,6,3,3,5,6,2,1,6,2
55167,2,4,1,4,2,3,5,2,2,2,2,2,4,3,4,4,4,1,1,4,2
55227,2,2,2,2,2,2,5,2,5,2,2,2,2,2,3,3,2,2,2,2,2
55263,2,5,2,4,1,3,2,2,4,3,2,1,6,2,6,2,3,1,2,3,3
55268,3,3,1,4,3,2,2,3,4,4,3,2,3,1,4,2,4,1,1,2,3
55269,3,4,2,2,4,3,3,2,3,2,3,2,4,3,3,3,4,2,3,3,2
55327,2,4,1,3,2,2,4,3,3,2,2,2,4,2,2,3,4,3,2,2,1
55344,2,6,2,3,4,2,4,2,3,4,2,3,5,3,4,4,3,2,1,3,4
55356,4,5,3,4,2,3,1,4,3,3,1,3,4,3,5,2,3,2,1,1,2
55381,2,2,1,4,3,3,3,3,3,2,2,2,2,3,5,2,3,2,2,1,2
55430,1,5,3,3,4,2,6,1,2,3,3,2,6,3,4,3,5,1,2,2,2
55487,4,5,2,3,3,3,2,2,1,4,3,2,4,4,5,3,3,2,3,3,3
55500,1,4,2,1,2,1,2,2,4,2,2,1,1,1,1,2,3,1,2,3,1
55526,3,6,1,5,1,2,1,2,5,2,3,2,5,2,5,2,4,2,2,4,3
55541,1,3,2,2,1,3,3,3,2,2,2,1,2,1,3,1,1,1,2,2,2
55571,4,4,2,3,1,5,5,3,3,2,2,2,5,2,4,2,4,2,2,4,3
55601,1,6,2,5,2,5,5,2,1,5,1,1,5,3,6,1,2,1,2,1,1
55624,2,4,2,3,4,3,6,4,3,3,2,3,3,5,6,4,6,3,3,3,2
55628,3,2,2,2,1,3,5,2,3,2,2,1,3,2,4,2,3,1,1,2,2
55632,2,5,1,2,1,4,2,3,3,4,1,3,3,2,3,2,2,4,3,3,4
55659,2,4,1,2,2,1,4,1,3,4,1,1,1,2,4,3,88,1,2,3,3
55674,4,6,1,6,1,5,2,2,2,4,4,2,5,3,5,2,4,1,2,3,3
55731,3,4,2,3,2,2,4,2,3,3,2,2,5,3,3,3,5,2,2,2,3
55775,2,3,5,3,3,5,3,3,3,4,2,2,3,1,4,3,3,3,2,2,4
55811,2,6,2,3,3,2,5,3,4,5,1,3,4,5,4,3,3,3,4,3,3
55817,2,3,1,3,3,2,2,2,1,3,2,2,3,3,5,2,3,1,1,2,2
55840,2,4,1,1,1,4,2,2,3,2,1,2,2,2,4,2,2,2,3,3,2
55852,3,4,2,3,2,3,4,2,3,4,2,1,3,2,5,3,4,1,2,4,2
55855,2,3,1,2,3,3,5,2,3,3,2,3,3,4,3,4,3,3,3,2,2
55892,2,3,1,4,3,2,3,1,4,2,2,1,3,2,4,2,4,1,2,4,1
55897,1,4,1,4,6,1,4,2,3,2,1,1,3,3,2,3,3,1,2,2,2
55910,4,5,1,3,3,5,1,2,1,4,2,3,3,4,5,1,4,1,2,1,4
55951,3,2,1,3,2,3,2,2,2,2,1,2,2,1,3,1,3,2,3,2,2
55976,2,3,3,3,3,2,5,2,3,3,1,2,3,3,2,5,4,3,3,3,1
55986,2,4,2,3,2,3,4,3,3,3,2,3,2,2,3,2,4,2,2,2,2
56004,3,4,2,3,3,3,4,2,3,2,3,3,3,3,3,2,4,2,2,5,2
56006,1,3,2,2,2,2,2,2,2,1,3,1,3,2,5,2,2,1,3,1,2
56009,4,5,2,4,2,5,2,2,2,2,2,2,4,3,5,2,2,2,2,2,2
56014,5,5,2,5,2,4,4,3,2,4,3,3,5,3,5,3,2,2,4,5,5
56018,3,5,1,3,3,4,5,3,3,3,2,2,4,3,4,3,5,3,2,3,2
56036,2,4,2,2,1,2,2,3,3,2,2,1,3,2,3,1,2,1,3,2,1
56042,3,5,2,4,4,3,2,3,4,2,2,1,4,3,3,4,4,2,4,3,1
56057,1,6,2,3,4,2,5,2,2,2,2,2,6,5,3,3,6,4,2,6,3
56060,1,5,1,3,2,4,2,1,4,5,1,1,2,2,3,1,2,1,4,2,3
56063,4,5,1,4,3,2,5,1,2,3,3,1,2,3,2,6,6,1,2,2,4
56066,3,5,2,4,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2
56100,2,6,3,4,2,4,5,5,3,5,2,2,5,2,5,6,5,3,2,5,2
56134,3,4,1,3,5,2,6,2,2,3,1,2,4,5,3,4,3,3,2,4,3
56136,2,5,3,5,3,6,3,3,2,3,2,4,4,4,4,3,4,3,3,3,2
56147,4,5,3,4,2,4,2,3,2,3,2,2,2,2,5,3,2,2,1,2,4
56181,1,4,3,3,3,5,2,4,5,4,5,3,4,3,6,3,3,3,1,2,5
56200,4,5,1,2,3,5,3,1,3,2,1,3,3,2,3,3,4,2,2,3,1
56231,3,4,2,3,3,2,2,2,2,5,3,2,3,3,3,3,2,2,1,2,1
56251,1,5,1,3,1,2,2,3,2,3,2,1,4,2,4,2,3,1,1,2,2
56310,3,5,2,3,3,4,3,2,2,4,2,2,4,2,3,1,4,1,3,3,3
56331,1,6,1,5,1,2,6,1,1,3,2,1,6,1,6,1,1,1,1,1,1
56337,1,4,2,2,2,2,5,2,2,1,1,2,2,3,4,3,4,1,2,3,1
56378,4,5,2,3,3,3,2,2,3,3,2,2,4,2,4,3,3,2,3,3,2
56399,3,3,2,3,3,2,4,3,4,3,2,2,3,2,2,2,3,2,4,2,1
56409,1,4,2,3,3,2,3,2,3,3,1,2,4,2,3,2,4,2,2,3,2
56417,1,5,1,6,1,2,3,3,3,2,1,3,4,1,6,2,3,2,1,1,1
56452,1,4,1,2,1,3,2,1,2,4,1,3,2,3,4,5,2,2,1,3,2
56467,4,3,3,4,2,3,3,2,2,3,2,3,4,5,4,3,5,1,4,5,3
56475,2,4,2,3,3,88,88,2,3,4,3,2,3,3,4,3,3,2,1,3,4
56489,2,3,1,4,3,2,4,2,3,3,2,2,3,3,3,3,3,2,2,3,3
56490,2,4,1,2,1,2,2,2,1,1,1,1,3,2,2,3,1,2,2,3,2
56506,2,3,2,2,2,4,2,2,2,3,1,2,3,2,5,2,2,2,2,2,3
56514,2,5,2,2,2,3,3,2,3,2,2,1,3,2,5,2,2,2,2,2,2
56525,1,5,1,3,1,1,4,3,4,1,1,1,4,5,2,1,2,2,1,2,1
56544,1,5,2,3,5,1,6,1,5,3,1,2,6,5,2,5,5,3,1,3,2
56585,3,4,1,3,3,4,3,2,4,3,1,2,3,4,4,3,2,1,3,4,2
56597,3,4,2,3,4,5,3,3,3,2,3,2,4,3,4,3,3,2,3,4,2
56598,1,2,1,1,1,1,4,1,2,2,1,1,4,2,2,3,5,3,3,4,1
56624,4,4,4,5,2,5,5,3,3,3,1,5,2,5,5,2,5,5,2,3,2
56627,2,1,2,2,5,1,5,2,5,1,4,2,1,2,1,3,2,2,3,4,2
56628,1,3,2,3,2,3,2,3,3,3,1,3,3,2,4,3,3,2,2,6,2
56629,1,4,1,6,1,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2
56661,3,3,2,1,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2
56683,2,5,2,5,3,2,5,2,2,3,2,1,5,3,3,3,2,2,2,4,2
56695,1,6,1,4,3,2,3,2,5,4,3,2,5,3,3,3,5,2,1,4,2
56710,5,6,2,5,2,2,4,2,5,5,1,2,5,5,5,2,2,3,3,2,2
56727,1,4,1,2,2,2,2,3,2,2,1,1,2,2,3,1,2,1,1,2,1
56755,1,6,3,5,3,2,1,2,2,3,2,2,5,3,5,2,4,2,2,1,4
56759,2,4,2,4,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2
56786,2,5,2,3,4,2,3,3,4,2,2,3,3,2,3,3,4,2,2,5,2
56827,3,5,3,5,5,2,5,2,2,2,2,3,3,5,3,5,5,1,3,2,2
56845,1,6,1,2,1,1,1,2,1,1,1,2,4,1,2,2,2,2,2,5,2
56905,1,6,2,3,3,3,4,2,2,3,1,2,3,4,4,4,5,2,1,2,2
56911,1,3,1,2,1,1,1,2,2,2,1,1,3,1,2,3,2,1,1,1,1
56939,1,6,2,3,2,2,5,1,2,5,2,2,6,4,4,2,2,2,2,5,4
56943,2,4,2,4,1,2,4,2,4,1,1,1,4,2,6,2,2,2,2,4,3
56955,5,6,1,3,2,3,5,2,2,4,2,1,4,2,4,2,4,3,2,2,3
56961,4,4,2,3,3,3,3,2,3,2,1,1,3,2,4,3,3,2,1,4,3
56988,3,5,1,3,4,3,1,1,2,2,2,1,4,2,6,2,4,2,1,5,1
56995,1,5,1,4,4,2,2,2,2,3,1,2,4,5,2,5,4,2,1,5,2
57015,2,6,1,6,1,4,4,1,1,2,2,1,6,1,5,4,6,1,1,1,3
57030,2,5,3,5,2,3,4,2,2,3,3,2,5,3,4,2,2,2,2,2,3
57111,3,5,2,2,2,2,3,2,4,2,2,1,2,3,3,4,3,2,3,3,2
57148,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
57149,1,4,4,3,3,5,3,2,5,4,1,4,2,4,4,4,4,2,1,3,2
57150,3,5,2,5,4,3,5,2,3,1,1,1,5,4,3,5,6,2,2,3,1
57187,3,3,4,1,5,2,3,2,6,5,1,3,1,4,2,4,3,3,3,2,88
57192,1,3,2,4,3,1,2,2,3,4,2,2,5,3,2,5,5,2,3,2,3
57199,1,3,1,3,2,2,1,1,1,2,1,1,2,2,4,1,3,1,1,2,2
57217,2,6,5,6,2,5,2,3,2,5,2,3,5,3,5,2,5,2,2,1,2
57276,3,4,2,2,2,4,3,3,2,3,3,3,3,2,4,3,3,2,3,2,3
57295,2,5,2,4,2,3,3,3,4,5,2,2,5,3,5,2,3,2,2,2,5
57302,1,3,2,2,4,3,4,2,3,2,1,2,2,3,4,5,3,2,2,4,3
57309,4,6,1,2,1,1,1,2,1,4,3,1,4,1,4,3,5,1,1,3,1
57327,3,4,1,4,2,2,2,2,2,3,3,2,3,4,3,2,2,2,2,3,2
57379,2,5,2,2,4,4,5,3,5,3,1,2,2,3,3,4,3,2,2,5,3
57394,3,4,2,3,2,3,4,3,3,2,2,2,4,4,2,4,4,2,2,4,2
57432,2,5,2,3,4,2,5,2,5,3,3,2,4,4,2,4,5,4,2,3,2
57461,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
57485,3,4,2,2,4,3,3,2,3,2,2,2,2,2,4,3,3,2,2,3,2
57489,1,5,1,3,5,1,4,1,5,2,1,1,4,5,2,5,4,1,1,3,2
57523,3,4,2,5,1,3,3,1,3,2,2,1,4,3,5,1,3,2,2,2,2
57581,2,4,2,1,2,2,2,3,2,1,1,1,2,2,1,3,3,1,2,3,1
57588,3,6,1,2,4,3,2,2,2,3,2,3,4,5,4,3,4,2,2,3,4
57597,3,4,1,2,2,2,5,2,2,2,2,2,3,3,4,3,2,2,3,4,2
57616,2,4,2,3,3,4,4,3,3,3,2,3,4,3,4,2,4,3,2,4,3
57657,1,3,1,2,1,1,1,1,1,1,1,1,2,3,4,2,3,1,1,1,1
57669,1,5,1,2,3,2,5,1,1,3,1,1,2,6,3,4,4,1,2,6,2
57735,4,3,2,2,3,5,5,2,1,3,3,1,2,3,5,2,3,2,2,2,2
57739,4,4,1,3,2,2,3,2,3,2,1,2,3,1,3,2,2,2,1,2,3
57816,2,6,1,3,1,2,2,1,3,5,2,2,2,3,3,2,3,2,2,2,2
57823,3,4,3,3,4,4,2,3,4,4,2,3,4,4,4,3,2,2,3,2,3
57834,2,5,2,5,3,5,3,2,2,2,2,2,4,3,5,3,4,2,2,4,3
57870,3,4,2,4,2,2,2,2,2,2,2,2,4,2,4,2,3,2,3,3,2
57913,2,4,2,5,3,2,3,2,3,4,2,2,4,3,4,2,5,2,2,1,1
57944,5,5,2,2,2,2,6,2,2,5,2,3,2,2,5,5,3,1,2,5,3
57946,2,5,2,2,1,4,4,2,4,2,1,2,4,2,5,2,2,2,1,3,4
57981,2,6,2,3,1,4,4,4,4,4,2,3,4,2,3,3,2,3,2,3,4
57998,2,4,2,1,4,2,6,1,2,4,2,1,3,6,4,2,2,1,3,3,3
58004,2,4,2,4,3,3,5,3,4,5,1,2,4,3,3,5,4,2,3,4,2
58028,1,1,3,4,5,3,4,3,6,5,1,3,5,4,4,5,5,3,3,3,4
58030,2,6,1,6,3,2,4,2,3,3,2,1,6,2,2,4,5,1,1,5,2
58040,2,3,3,4,3,3,5,4,3,3,2,3,2,2,2,88,2,2,2,2,2
58042,1,6,1,6,5,5,6,2,5,2,1,1,5,6,6,5,6,1,3,5,2
58061,2,3,2,3,3,4,4,2,3,2,2,2,4,4,5,3,3,2,2,3,2
58115,3,4,2,4,3,4,4,3,3,2,2,3,4,4,4,4,3,2,4,2,3
58122,3,5,1,5,4,3,5,2,4,4,2,2,5,5,4,4,4,2,2,4,4
58124,2,3,2,3,2,2,3,2,4,2,1,1,2,2,3,1,2,1,2,3,2
58133,2,1,1,1,1,4,4,2,2,5,2,1,1,1,4,1,1,1,2,4,1
58182,2,4,2,2,4,2,5,2,3,3,2,3,4,4,3,4,4,3,2,5,3
58197,1,3,1,3,1,3,2,3,2,2,3,2,4,2,5,3,5,2,2,5,1
58201,2,4,3,3,2,2,3,2,3,2,2,3,3,3,4,3,4,2,3,2,3
58230,2,4,3,3,3,2,4,2,3,3,1,1,3,3,2,2,3,1,1,2,2
58243,1,4,1,3,4,2,3,4,3,3,2,2,3,2,4,4,3,1,1,3,3
58259,5,3,2,3,2,2,5,2,4,2,2,2,3,2,2,4,2,2,1,3,1
58261,3,5,1,4,2,2,3,3,3,4,1,3,5,3,5,3,4,2,2,3,3
58322,1,4,2,4,3,3,4,1,2,2,2,2,6,3,3,5,4,1,1,5,3
58327,3,6,1,2,3,2,3,3,3,4,1,1,5,3,3,3,3,1,3,2,2
58329,4,4,2,2,2,3,2,2,2,3,3,2,4,2,6,3,4,1,3,2,3
58427,2,4,2,4,4,3,3,2,3,5,2,2,5,4,4,5,3,2,2,3,5
58501,2,6,1,6,5,1,5,1,2,2,2,2,5,2,2,5,3,1,2,2,1
58509,1,4,3,2,2,3,4,3,5,3,2,1,1,2,5,1,3,2,1,2,4
58520,3,5,2,2,1,4,6,2,2,2,2,1,3,3,5,3,3,1,3,2,1
58548,3,4,1,3,2,3,2,2,2,3,2,2,2,2,3,3,3,1,2,3,2
58555,1,2,3,3,2,1,4,3,4,3,2,2,3,2,1,3,5,2,2,5,2
58583,2,4,2,3,2,3,3,2,3,2,2,1,3,3,4,2,3,2,2,3,2
58588,2,3,2,3,3,3,3,3,3,2,1,2,3,4,3,3,3,1,3,2,2
58594,3,4,2,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,3,2
58612,1,4,3,6,2,3,3,2,3,4,3,2,5,3,4,2,4,1,2,3,2
58648,3,4,1,3,2,3,3,2,3,2,2,1,3,2,3,3,2,2,2,3,2
58650,1,4,1,3,1,3,5,2,4,3,1,2,3,2,3,3,3,1,1,2,2
58651,88,5,3,88,88,88,88,88,2,5,4,2,5,2,6,2,2,2,2,2,4
58668,4,6,1,5,4,3,2,2,3,3,2,2,5,2,5,3,4,2,2,3,2
58709,1,5,1,3,3,4,4,2,5,4,2,3,3,3,4,5,5,3,2,3,3
58762,2,4,5,3,4,3,3,2,3,3,2,3,3,5,3,4,4,2,4,4,2
58766,3,2,3,2,2,3,1,4,2,1,2,1,2,1,2,2,1,1,2,3,3
